50 47.164608 2.633629
70 180.024231 10.149052
80 307.947235 17.130150
90 491.255890 27.468201
5 0.166304 0.000277
5 0.234208 0.000274
5 0.227872 0.000272
5 0.228544 0.000269
5 0.162176 0.000280
5 0.233024 0.000275
5 0.162432 0.000278
50 47.450047 2.627005
5 0.161152 0.000264
5 0.224896 0.000274
5 0.164448 0.000265
50 43.207649 2.612951
5 0.170144 0.000274
5 0.165504 0.000273
5 0.226112 0.000273
10 0.237760 0.004204
10 0.340864 0.004383
5 0.164416 0.000274
5 0.160608 0.000269
